"RO-NO...
","BOOKED.
DATE","CLOSED.
DATE","DT
","TECH...
NO","LN
","SEQ
NO","M
","HT
","SC
","LBR..
TYPE","PAY.
TYPE","ACTUAL.
HOURS","SOLD...
HOURS","SOLD......
AMOUNT","LABOR.....
COST","OP-CODE...
","DESCRIPTION..
",
,,,,,,,,,,,,,,,,,,
171333, 21MAY21, 21MAY21, S1,211273,  E,5,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171337, 21MAY21, 26MAY21, S1,211273,  A,1,  , ST,   , CSR  ,  ROP,0.01,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171337, 21MAY21, 26MAY21, S1,211273,  B,2,  , ST,   , WS4  ,  ROP,0.05,0.3,56.07,8.4, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
171337, 21MAY21, 26MAY21, S1,211273,  C,3,  , ST,   , WS4  ,  ROP,0.45,1.5,280.37,42, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
171343, 24MAY21, 25MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171343, 24MAY21, 25MAY21, S1,211273,  B,2,  , ST,   , CSX  ,  ROP,0.15,0.5,100,14, BATTERY   , PLEASE PERFOR,"        "
,,,,,,,,,,,,,,,,,,
171343, 24MAY21, 25MAY21, S1,211273,  C,3,  , ST,   , ISM  ,  ROP,0.02,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171343, 24MAY21, 25MAY21, S1,211273,  D,4,  , ST,   , CSX  ,  ROP,0.02,0.8,130,22.4, BFS       , BRAKE FLUID E,"        "
,,,,,,,,,,,,,,,,,,
171343, 24MAY21, 25MAY21, S1,211273,  E,5,  , ST,   , CSX  ,  ROP,0.4,0.8,105,22.4, PSF       , POWER STEERIN,"        "
,,,,,,,,,,,,,,,,,,
171343, 24MAY21, 25MAY21, S1,211273,  F,6,  , ST,   , CSX  ,  ROP,0.01,0.3,46.3,8.4, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
171343, 24MAY21, 25MAY21, S1,211273,  G,7,  , ST,   , CSX  ,  ROP,0,0.2,24.16,5.6, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
171343, 24MAY21, 25MAY21, S1,211273,  H,8,  , ST,   , CSX  ,  ROP,1.99,3,678,84, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
171343, 24MAY21, 25MAY21, S1,211273,  I,9,  , ST,   , CSX  ,  ROP,0.83,5,684.57,140, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
171348, 21MAY21, 21MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.07,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171348, 21MAY21, 21MAY21, S1,211273,  B,2,  , ST,   , CSX  ,  ROP,0,0.4,29.72,11.2, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171348, 21MAY21, 21MAY21, S1,211273,  C,3,  , ST,   , ISM  ,  ROP,0.27,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171348, 21MAY21, 21MAY21, S1,211273,  D,4,  , ST,   , ISM  ,  ROP,0.08,0,0,0, NPF       , INSPECTED VEC,"        "
,,,,,,,,,,,,,,,,,,
171366, 21MAY21, 21MAY21, S1,211273,  A,1,  , ST,   , ISM  ,  ROP,0.01,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171366, 21MAY21, 21MAY21, S1,211273,  B,2,  , ST,   , ISM  ,  ROP,0.02,0,0,0, DIAGNOSIS , DIAGNOSIS    ,"        "
,,,,,,,,,,,,,,,,,,
171366, 21MAY21, 21MAY21, S1,211273,  C,3,  , ST,   , ISM  ,  ROP,0.18,0,0,0, NPF       , INSPECTED VEC,"        "
,,,,,,,,,,,,,,,,,,
171367, 21MAY21, 26MAY21, S1,211273,  A,1,  , ST,   , CSR  ,  ROP,0.02,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171367, 26MAY21, 26MAY21, S1,211273,  B,2, *, ST,   , WS4  ,  ROP,0.23,0.8,149.53,22.4,182031, PASSENGER SID,"        "
,,,,,,,,,,,,,,,,,,
171371, 21MAY21, 21MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.03,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171371, 21MAY21, 21MAY21, S1,211273,  B,2,  , ST,   , CSX  ,  ROP,0,0.4,39.72,11.2, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171371, 21MAY21, 21MAY21, S1,211273,  C,3,  , ST,   , CSX  ,  ROP,0.22,1,200,28, DECLINED  , CUSTOMER DECL,"        "
,,,,,,,,,,,,,,,,,,
171371, 21MAY21, 21MAY21, S1,211273,  D,4,  , ST,   , CSX  ,  ROP,0.45,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171376, 22MAY21, 24MAY21, S1,211273,  C,3,  , ST,   , CSR  ,  ROP,0.04,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171376, 24MAY21, 24MAY21, S1,211273,  A,1, *, ST,   , ISM  ,  ROP,0.03,0,0,0, DIAG      , DIAGNOSIS FOR,"        "
,,,,,,,,,,,,,,,,,,
171376, 24MAY21, 24MAY21, S1,211273,  B,2, *, ST,   , ISM  ,  ROP,0.02,0,0,0, DIAG      , DIAGNOSIS FOR,"        "
,,,,,,,,,,,,,,,,,,
171461, 24MAY21, 27MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171461, 24MAY21, 27MAY21, S1,211273,  B,2,  , ST,   , WS4  ,  ROP,1.42,1.9,355.13,53.2, STARLINK  , STARLINK UPDA,"        "
,,,,,,,,,,,,,,,,,,
171461, 24MAY21, 27MAY21, S1,211273,  C,3,  , ST,   , ISM  ,  ROP,0.02,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171461, 24MAY21, 27MAY21, S1,211273,  D,4,  , ST,   , ISM  ,  ROP,0.31,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171461, 24MAY21, 27MAY21, S1,211273,  E,5,  , ST,   , WS4  ,  ROP,0,0.2,37.38,5.6, WIPERS    , WIPER BLADES-,"        "
,,,,,,,,,,,,,,,,,,
171469, 24MAY21, 26MAY21, S1,211273,  A,1,  , ST,   , ISM  ,  ROP,0.03,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171469, 24MAY21, 26MAY21, S1,211273,  C,3,  , ST,   , WS4  ,  ROP,0,0,50,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
171469, 24MAY21, 26MAY21, S1,211273,  D,4,  , ST,   , CSX  ,  ROP,0,1.4,149.95,39.2, 4WA       , PERFORM 4 WHE,"        "
,,,,,,,,,,,,,,,,,,
171469, 24MAY21, 26MAY21, S1,211273,  E,5,  , ST,   , CSX  ,  ROP,0.02,0.4,39.72,11.2, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171469, 24MAY21, 26MAY21, S1,211273,  F,6,  , ST,   , ISM  ,  ROP,0.02,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171469, 26MAY21, 26MAY21, S1,211273,  B,2, *, ST,   , WS4  ,  ROP,0.6,0.8,149.52,22.4, RECALL    , CHECK VECHICL,"        "
,,,,,,,,,,,,,,,,,,
171483, 24MAY21, 27MAY21, S1,211273,  A,1,  , ST,   , WSM  ,  ROP,0,0.7,52.5,19.6,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
171483, 24MAY21, 27MAY21, S1,211273,  C,3,  , ST,   , WS4  ,  ROP,0.02,0.3,56.07,8.4, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
171483, 24MAY21, 27MAY21, S1,211273,  E,5,  , ST,   , CSR  ,  ROP,0.02,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171483, 27MAY21, 27MAY21, S1,211273,  B,2, *, ST,   , WS4  ,  ROP,0.06,0.5,93.46,14,185101, WRJ20 19 FORE,"        "
,,,,,,,,,,,,,,,,,,
171483, 27MAY21, 27MAY21, S1,211273,  D,4, *, ST,   , WS4  ,  ROP,0.17,0.6,112.15,16.8,31171, HK DISPLAY SC,"        "
,,,,,,,,,,,,,,,,,,
171540, 25MAY21, 26MAY21, S1,211273,  A,1,  , ST,   , CSM  ,  ROP,0.02,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171540, 26MAY21, 26MAY21, S1,211273,  B,2, *, ST,   , WSM  ,  ROP,0.43,0.5,37.5,14,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
171573, 26MAY21, 27MAY21, S1,211273,  E,5,  , ST,   , CSR  ,  ROP,0.07,0.3,60,8.4, WIPERS    , WIPER BLADES-,"        "
,,,,,,,,,,,,,,,,,,
171578, 26MAY21, 26MAY21, S1,211273,  A,1,  , ST,   , ISM  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171578, 26MAY21, 26MAY21, S1,211273,  B,2,  , ST,   , WS4  ,  ROP,1.68,0.6,112.15,16.8, WRI20     , WRI20 SOFTWAR,"        "
,,,,,,,,,,,,,,,,,,
171608, 26MAY21, 26MAY21, S1,211273,  A,1,  , ST,   , WS4  ,  ROP,1.16,1.8,336.44,50.4,182031, PASSENGER SID,"        "
,,,,,,,,,,,,,,,,,,
171608, 26MAY21, 26MAY21, S1,211273,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, DECLINED  , CUSTOMER DECL,"        "
,,,,,,,,,,,,,,,,,,
171608, 26MAY21, 26MAY21, S1,211273,  C,3,  , ST,   , ISM  ,  ROP,0.08,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171618, 26MAY21, 26MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.04,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171618, 26MAY21, 26MAY21, S1,211273,  B,2,  , ST,   , CSX  ,  ROP,0.01,0.4,40.34,11.2, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171618, 26MAY21, 26MAY21, S1,211273,  C,3,  , ST,   , CSX  ,  ROP,0,0.3,40,8.4, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
171618, 26MAY21, 26MAY21, S1,211273,  D,4,  , ST,   , CSX  ,  ROP,0.79,1.4,149.95,39.2, 4WA       , PERFORM 4 WHE,"        "
,,,,,,,,,,,,,,,,,,
171620, 26MAY21, 26MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171620, 26MAY21, 26MAY21, S1,211273,  B,2,  , ST,   , CSX  ,  ROP,0.58,2.5,603.29,70, 30KM      , PERFORM THE M,"        "
,,,,,,,,,,,,,,,,,,
171620, 26MAY21, 26MAY21, S1,211273,  C,3,  , ST,   , CSX  ,  ROP,0,0,-50,0, DISCOUNT  , Discount     ,"        "
,,,,,,,,,,,,,,,,,,
171649, 27MAY21, 28MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.01,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171649, 27MAY21, 28MAY21, S1,211273,  B,2,  , ST,   , WS4  ,  ROP,0.45,0.9,168.22,25.2, WRB21     , WRB21-1: 17-1,"        "
,,,,,,,,,,,,,,,,,,
171649, 27MAY21, 28MAY21, S1,211273,  C,3,  , ST,   , CSR  ,  ROP,0,0.4,29.72,11.2, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171649, 27MAY21, 28MAY21, S1,211273,  D,6,  , ST,   , CSR  ,  ROP,0.02,0.3,40,8.4, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
171649, 27MAY21, 28MAY21, S1,211273,  E,5,  , ST,   , CSR  ,  ROP,0.17,1.7,149.95,47.6, 4WA       , PERFORM 4 WHE,"        "
,,,,,,,,,,,,,,,,,,
171653, 27MAY21, 27MAY21, S1,211273,  A,1,  , ST,   , WSM  ,  ROP,0,0.7,52.5,19.6,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
171653, 27MAY21, 27MAY21, S1,211273,  B,2,  , ST,   , WS4  ,  ROP,0.23,0.3,56.07,8.4, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
171653, 27MAY21, 27MAY21, S1,211273,  C,3,  , ST,   , WS4  ,  ROP,0.75,1.5,280.37,42, WRE21     , WRE21 ECM/CID,"        "
,,,,,,,,,,,,,,,,,,
171653, 27MAY21, 27MAY21, S1,211273,  D,4,  , ST,   , CSR  ,  ROP,0.02,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171659, 27MAY21, 27MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.14,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171659, 27MAY21, 27MAY21, S1,211273,  B,2,  , ST,   , WS4  ,  ROP,0.48,1.2,224.29,33.6, WUT05     , WUT05-1: FORE,"        "
,,,,,,,,,,,,,,,,,,
171659, 27MAY21, 27MAY21, S1,211273,  C,3,  , ST,   , CSX  ,  ROP,0.1,0.4,29.72,11.2, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171666, 27MAY21, 27MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.03,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171666, 27MAY21, 27MAY21, S1,211273,  B,2,  , ST,   , CSX  ,  ROP,0,0.4,18.17,11.2, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171666, 27MAY21, 27MAY21, S1,211273,  D,3,  , ST,   , CSX  ,  ROP,0,0.3,40,8.4, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
171666, 27MAY21, 27MAY21, S1,211273,  E,4,  , ST,   , WS4  ,  ROP,1.15,0.6,112.15,16.8,31268, 17-18MY HK AU,"        "
,,,,,,,,,,,,,,,,,,
171671, 27MAY21, 28MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171671, 28MAY21, 28MAY21, S1,211273,  B,2, *, ST,   , WS4  ,  ROP,0.32,0.2,37.38,5.6,913411, ONE FRONT SEA,"        "
,,,,,,,,,,,,,,,,,,
171671, 28MAY21, 28MAY21, S1,211273,  B,3,  , ST,   , WS4  ,  ROP,0,0.7,130.84,19.6,913481, FRONT SEAT BA,"        "
,,,,,,,,,,,,,,,,,,
171676, 29MAY21,        , S1,211273,  B,2,  , ST,   , ISM  ,  ROP,0,-2,-452,-56, MISC      , BACKFLAG INCO,"        "
,,,,,,,,,,,,,,,,,,
171707, 27MAY21, 28MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.02,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171707, 27MAY21, 28MAY21, S1,211273,  D,4,  , ST,   , ISM  ,  ROP,0.18,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
171707, 28MAY21, 28MAY21, S1,211273,  B,5, *, ST,   , WSM  ,  ROP,0.49,0.7,52.5,19.6,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
171741, 28MAY21, 28MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.01,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171741, 28MAY21, 28MAY21, S1,211273,  B,2,  , ST,   , WSM  ,  ROP,0.05,0.7,52.5,19.6,100661, ADDED SECURIT,"        "
171741, 28MAY21, 28MAY21, S1,211273,  C,3,  , ST,   , WS4  ,  ROP,1.02,1.1,205.6,30.8,181341, ECM CID / DTC,"        "
,,,,,,,,,,,,,,,,,,
171741, 28MAY21, 28MAY21, S1,211273,  D,4,  , ST,   , WS4  ,  ROP,0.05,0.3,56.07,8.4, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
171741, 28MAY21, 28MAY21, S1,211273,  E,5,  , ST,   , WS4  ,  ROP,0,0,50,0, LOANER    , LOANER VEHICL,"        "
,,,,,,,,,,,,,,,,,,
171750, 28MAY21, 29MAY21, S1,211273,  B,2,  , ST,   , CSX  ,  ROP,0.33,0.4,29.72,11.2, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
171750, 28MAY21, 29MAY21, S1,211273,  E,4,  , ST,   , ISM  ,  ROP,0.02,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171756, 28MAY21, 29MAY21, S1,211273,  A,1,  , ST,   , WS4  ,  ROP,0.5,0.3,56.07,8.4, WRD21     , WRD21-1: REAR,"        "
,,,,,,,,,,,,,,,,,,
171756, 28MAY21, 29MAY21, S1,211273,  C,3,  , ST,   , CSX  ,  ROP,0,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171756, 29MAY21, 29MAY21, S1,211273,  B,2, *, ST,   , WSM  ,  ROP,0.08,0.5,37.5,14,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
171765, 28MAY21, 28MAY21, S1,211273,  A,1,  , ST,   , ISM  ,  ROP,0.04,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171765, 28MAY21, 28MAY21, S1,211273,  B,2,  , ST,   , ISM  ,  ROP,0,0,0,0, DECLINED  , CUSTOMER DECL,"        "
,,,,,,,,,,,,,,,,,,
171775, 28MAY21, 29MAY21, S1,211273,  A,1,  , ST,   , ISM  ,  ROP,0.03,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171775, 28MAY21, 29MAY21, S1,211273,  B,2,  , ST,   , WS4  ,  ROP,0.12,0.3,56.07,8.4, WRD21     , WRD21 REAR ST,"        "
,,,,,,,,,,,,,,,,,,
171782, 28MAY21, 29MAY21, S1,211273,  A,1,  , ST,   , CSX  ,  ROP,0.03,0,0,0, SESINSP   , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
171782, 28MAY21, 29MAY21, S1,211273,  B,2,  , ST,   , WSM  ,  ROP,0.27,0.7,52.5,19.6,100661, ADDED SECURIT,"        "
,,,,,,,,,,,,,,,,,,
        ,        ,        ,   ,     ***,   ,    ,  ,   ,   ,      ,     ,95.89,224.3,36532.22,6280.4,           ,              ,"        "
,,,,,,,,,,,,,,,,,,
170214, 01MAY21, 04MAY21, S1,229209,  A,1,  , ST,   , CSX  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170214, 01MAY21, 04MAY21, S1,229209,  B,2,  , ST,   , CSX  ,  ROP,0.55,0.3,29.72,8.4, LOFS      , Perform Oil a,"        "
,,,,,,,,,,,,,,,,,,
170214, 01MAY21, 04MAY21, S1,229209,  C,3,  , ST,   , CSX  ,  ROP,0,0.4,40,11.2, ROTATE    , ROTATE TIRES ,"        "
,,,,,,,,,,,,,,,,,,
170214, 01MAY21, 04MAY21, S1,229209,  D,4,  , ST,   , WS4  ,  ROP,0.72,0.6,112.15,16.8, WRI20     , WRI20 SOFTWAR,"        "
,,,,,,,,,,,,,,,,,,
170216, 01MAY21, 03MAY21, S1,229209,  A,1,  , ST,   , CSR  ,  ROP,0,0,0,0, VI        , PERFORM COURT,"        "
,,,,,,,,,,,,,,,,,,
170216, 01MAY21, 03MAY21, S1,229209,  B,2,  , ST,   , ISM  ,  ROP,3.25,4,880.99,112, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170216, 01MAY21, 03MAY21, S1,229209,  C,3,  , ST,   , CSR  ,  ROP,0.07,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170271, 03MAY21, 03MAY21, S1,229209,  A,1,  , ST,   , ISM  ,  ROP,0,24.5,686,686,0, MARVIN HOURS ,"        "
,,,,,,,,,,,,,,,,,,
        ,        ,        ,   ,     ***,   ,    ,  ,   ,   ,      ,     ,4.59,29.8,1748.86,834.4,           ,              ,"        "
,,,,,,,,,,,,,,,,,,
169818, 14MAY21, 14MAY21, S1,229933,  L,19,  , ST,   , ISM  ,  ROP,0,0.5,50,17.5, MISC      , PART IS ON BA,"        "
,,,,,,,,,,,,,,,,,,
169843, 07MAY21, 07MAY21, S1,229933,  E,6,  , ST,   , ISM  ,  ROP,0.86,2,285.6,70, BRAKE     , BRAKES & RELA,"        "
,,,,,,,,,,,,,,,,,,
169843, 07MAY21, 07MAY21, S1,229933,  F,7,  , ST,   , ISM  ,  ROP,0.35,0.5,71.4,17.5, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
169900, 11MAY21, 11MAY21, S1,229933,  A,1,  , ST,   , ISM  ,  ROP,1.62,3.5,357,122.5, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
169900, 11MAY21, 11MAY21, S1,229933,  C,4,  , ST,   , ISM  ,  ROP,0,0.1,5,3.5, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
169900, 11MAY21, 11MAY21, S1,229933,  D,5,  , ST,   , ISM  ,  ROP,0.63,1,100,35, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
169900, 11MAY21, 11MAY21, S1,229933,  E,6,  , ST,   , ISM  ,  ROP,1.87,1.5,285.6,52.5, BRAKES    , BRAKES       ,"        "
,,,,,,,,,,,,,,,,,,
169900, 11MAY21, 11MAY21, S1,229933,  F,7,  , ST,   , ISM  ,  ROP,0.28,0.5,71.4,17.5, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
169900, 11MAY21, 11MAY21, S1,229933,  G,8,  , ST,   , ISM  ,  ROP,0,0.2,28.56,7, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
169931, 04MAY21, 07MAY21, S1,229933,  F,7,  , ST,   , ISM  ,  ROP,0.9,0.5,71.4,17.5, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
169931, 04MAY21, 07MAY21, S1,229933,  J,11,  , ST,   , ISM  ,  ROP,0,0.2,28.56,7, AF        , REPLACE AIR F,"        "
,,,,,,,,,,,,,,,,,,
169931, 07MAY21, 07MAY21, S1,229933,  D,5, *, ST,   , ISM  ,  ROP,0,0.1,14.28,3.5, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
169931, 07MAY21, 07MAY21, S1,229933,  E,6, *, ST,   , ISM  ,  ROP,0.55,1.5,214.2,52.5, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
169931, 07MAY21, 07MAY21, S1,229933,  G,8, *, ST,   , ISM  ,  ROP,0.2,0.2,28.56,7, BLADES    , REPLACE WIPER,"        "
,,,,,,,,,,,,,,,,,,
169931, 07MAY21, 07MAY21, S1,229933,  H,9, *, ST,   , ISM  ,  ROP,0.57,0.5,71.4,17.5, BATTERY   , PLEASE PERFOR,"        "
,,,,,,,,,,,,,,,,,,
169931, 07MAY21, 07MAY21, S1,229933,  I,10, *, ST,   , ISM  ,  ROP,0,0.3,42.84,10.5, INCABIN   , REPLACE INCAB,"        "
,,,,,,,,,,,,,,,,,,
170246, 14MAY21, 14MAY21, S1,229933,  D,5,  , ST,   , ISM  ,  ROP,0,2,200,70, 4TIRE     , MOUNT AND BAL,"        "
,,,,,,,,,,,,,,,,,,
170246, 14MAY21, 14MAY21, S1,229933,  E,7,  , ST,   , ISM  ,  ROP,0,0,0,0, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
170246, 14MAY21, 14MAY21, S1,229933,  F,8,  , ST,   , ISM  ,  ROP,0,0.5,71.4,17.5, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
170246, 14MAY21, 14MAY21, S1,229933,  G,9,  , ST,   , ISM  ,  ROP,1.63,1.5,150,52.5, BRAKES    , BRAKES       ,"        "
,,,,,,,,,,,,,,,,,,
170258, 11MAY21, 11MAY21, S1,229933,  A,1,  , ST,   , ISM  ,  ROP,1.59,3.5,357,122.5, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
170258, 11MAY21, 11MAY21, S1,229933,  C,4,  , ST,   , ISM  ,  ROP,0,0.1,5,3.5, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170258, 11MAY21, 11MAY21, S1,229933,  D,5,  , ST,   , ISM  ,  ROP,0.3,0.5,71.4,17.5, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
170305, 06MAY21, 06MAY21, S1,229933,  A,1,  , ST,   , ISM  ,  ROP,1.25,3.5,357,122.5, UVP       , PERFORM ASSUR,"        "
,,,,,,,,,,,,,,,,,,
170305, 06MAY21, 06MAY21, S1,229933,  C,4,  , ST,   , ISM  ,  ROP,0.01,0.1,5,3.5, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170305, 06MAY21, 06MAY21, S1,229933,  D,5,  , ST,   , ISM  ,  ROP,0.41,0.5,71.4,17.5, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
170305, 06MAY21, 06MAY21, S1,229933,  E,6,  , ST,   , ISM  ,  ROP,0.24,0.5,71.4,17.5, BATTERY   , PLEASE PERFOR,"        "
,,,,,,,,,,,,,,,,,,
170341, 13MAY21, 20MAY21, S1,229933,  A,1,  , ST,   , ISM  ,  ROP,1.19,2.5,214.2,87.5, UVPV      , PERFORM VALUE,"        "
,,,,,,,,,,,,,,,,,,
170341, 13MAY21, 20MAY21, S1,229933,  B,2,  , ST,   , ISM  ,  ROP,0.35,0.5,70,17.5, PC        , PRESSURE CHEC,"        "
,,,,,,,,,,,,,,,,,,
170341, 20MAY21, 20MAY21, S1,229933,  D,5,  , ST,   , ISM  ,  ROP,0,0.1,5,3.5, TSK       , PLEASE INSTAL,"        "
,,,,,,,,,,,,,,,,,,
170341, 20MAY21, 20MAY21, S1,229933,  E,6,  , ST,   , ISM  ,  ROP,1.65,2,200,70, 4TIRE     , MOUNT AND BAL,"        "
,,,,,,,,,,,,,,,,,,
170341, 20MAY21, 20MAY21, S1,229933,  F,8,  , ST,   , ISM  ,  ROP,0.4,0.5,71.4,17.5, ILOF      , PERFORM INTER,"        "
,,,,,,,,,,,,,,,,,,
170341, 20MAY21, 20MAY21, S1,229933,  G,9,  , ST,   , ISM  ,  ROP,3.6,3.6,150,126, MISC      , MISCELLANEOUS,"        "
,,,,,,,,,,,,,,,,,,
